0.201000000,1.31041,22,-1.29688,41.5,0.0194614,1,2.22436,0,0,1
0.302000000,1.30079,22,-1.29688,41.5,0.290399,1,2.23692,0,0,1
0.372000000,1.29752,22,-1.29688,41.5,0.935061,1,2.24131,0,0,1
0.468000000,1.31349,22,-1.09116,34.917,2.45349,1,2.2503,0,0,1
0.537000000,1.32264,22,-1.0514,33.6448,3.00192,1,2.25168,0,0,1
0.602000000,1.3302,16,-0.122207,31.285,3.80152,1,2.25168,0,0,1
0.701000000,1.34898,19,0.475399,30.4255,4.23722,1,2.28984,0,0,1
0.772000000,1.37149,19,0.438254,28.0482,5.01614,1,2.33821,0,0,1
0.835000000,1.41754,23,1.61472,25.8356,5.88671,1,2.3663,0,0,1
0.936000000,1.44519,23,1.54216,24.6745,6.32441,1,2.42692,0,0,1
1.002000000,1.49565,25,2.80087,22.407,7.15553,1,2.42692,0,0,1
1.102000000,1.53895,25,2.6227,20.9816,7.71795,1,2.45886,0,0,1
1.201000000,1.60168,23,1.26991,20.3186,7.91827,1,2.51416,0,0,1
1.269000000,1.62807,23,1.25311,20.0497,7.98287,1,2.52984,0,0,1
1.340000000,1.65324,23,1.2484,19.9744,8.00954,1,2.57404,0,0,1
1.401000000,1.66765,23,1.24794,19.9671,8.01498,1,2.57404,0,0,1
1.501000000,1.69481,19,0.312354,19.9906,8.00126,1,2.58656,0,0,1
1.601000000,1.7056,19,0.311736,19.9511,8.01722,1,2.58943,0,0,1
1.669000000,1.71766,22,-0.623731,19.9594,8.01667,1,2.60325,0,0,1
1.736000000,1.70669,22,-0.62463,19.9882,8.00705,1,2.60515,0,0,1
1.802000000,1.69247,22,-0.623641,19.9565,8.01332,1,2.60515,0,0,1
1.901000000,1.69918,22,-0.623239,19.9437,8.02072,1,2.60161,0,0,1
2.001000000,1.70012,24,-1.24854,19.9767,8.01667,1,2.58868,0,0,1
2.102000000,1.68273,22,-0.624622,19.9879,8.00583,1,2.59694,0,0,1
2.174000000,1.68928,24,-1.24778,19.9645,8.00979,1,2.58716,0,0,1
2.236000000,1.69957,22,-0.623696,19.9583,8.01604,1,2.59151,0,0,1
2.338000000,1.69923,22,-0.623634,19.9563,8.01715,1,2.59151,0,0,1
2.401000000,1.70781,18,-0.156161,19.9887,8.00426,1,2.59162,0,0,1
2.501000000,1.71798,18,-0.155885,19.9533,8.01726,1,2.58268,0,0,1
2.571000000,1.68305,17,0.15584,19.9475,8.02013,1,2.62561,0,0,1
2.671000000,1.71983,19,0.312088,19.9736,8.01141,1,2.62339,0,0,1
2.737000000,1.73765,21,0.624168,19.9734,8.00846,1,2.6324,0,0,1
2.836000000,1.74076,21,0.623797,19.9615,8.01412,1,2.6558,0,0,1
2.901000000,1.76636,21,0.62345,19.9504,8.01722,1,2.6558,0,0,1
3.000000000,1.75274,21,0.6237,19.9584,8.01897,1,2.6627,0,0,1
3.101000000,1.77376,19,0.312238,19.9832,8.0044,1,2.67077,0,0,1
3.169000000,1.77821,19,0.312011,19.9687,8.00928,1,2.67519,0,0,1
3.272000000,1.79343,17,0.155906,19.9559,8.01581,1,2.66622,0,0,1
3.337000000,1.79348,9,0.0097449,19.9576,8.01704,1,2.68575,0,0,1
3.403000000,1.77423,12,-0.019515,19.9833,8.00691,1,2.68575,0,0,1
3.502000000,0.993323,0,1e-08,19.9618,8.01257,1,2.671,1,0,1
3.601000000,1.78086,22,-0.626569,20.0502,7.94757,1,2.67766,2,0,1
3.669000000,1.75913,18,-0.165927,21.2386,7.59497,1,2.66867,2,0,1
3.771000000,1.76762,20,-0.317181,20.2996,7.89885,1,2.66699,2,0,1
3.835000000,1.77511,20,-0.313462,20.0616,7.98714,1,2.66407,2,0,1
3.901000000,1.77436,20,-0.312865,20.0234,7.99204,1,2.66407,2,0,1
4.001000000,1.77069,14,-0.0390211,19.9788,8.00475,1,2.67716,2,0,1
4.102000000,1.76444,12,-0.0194713,19.9386,8.0244,1,2.67116,2,0,1
4.169000000,1.78028,22,-0.624241,19.9757,8.0169,1,2.67016,2,0,1
4.270000000,1.78481,16,-0.0781436,20.0048,8.0004,1,2.67039,2,0,1
4.372000000,1.77917,15,0.0781225,19.9993,7.9991,1,2.67479,2,0,1
4.437000000,1.79131,17,0.155873,19.9518,8.00831,1,2.6673,2,0,1
4.502000000,1.7808,17,0.156065,19.9763,8.02098,1,2.6673,2,0,1
4.602000000,1.77673,17,0.156201,19.9938,8.00939,1,2.6743,2,0,1
4.702000000,1.79516,19,0.31263,20.0083,7.99772,1,2.67249,2,0,1
4.773000000,1.79918,17,0.155787,19.9408,8.01602,1,2.68043,2,0,1
4.869000000,1.79122,9,0.00973818,19.9438,8.02398,1,2.67482,2,0,1
4.934000000,1.77795,17,0.156324,20.0094,8.00299,1,2.69822,2,0,1
5.002000000,1.78707,12,-0.0195397,20.0086,7.99551,1,2.69822,2,0,1
5.070000000,1.81509,11,0.0194743,19.9417,8.02616,1,2.68407,2,0,1
5.173000000,1.7959,14,-0.0390745,20.0061,7.99905,1,2.6837,2,0,1
5.272000000,1.78341,14,-0.0390638,20.0007,7.99764,1,2.68268,2,0,1
5.336000000,1.77976,13,0.0390221,19.9793,8.00286,1,2.68982,2,0,1
5.401000000,1.78702,16,-0.0779,19.9424,8.02579,1,2.68982,2,0,1
5.501000000,1.7927,16,-0.078111,19.9964,8.00672,1,2.68952,2,0,1
5.601000000,1.77208,2,-0.000610336,19.9995,7.9973,1,2.68177,2,0,1
5.675000000,1.78993,18,-0.155788,19.9408,8.01564,1,2.68,2,0,1
5.738000000,1.7824,20,-0.311541,19.9387,8.02369,1,2.67742,2,0,1
5.801000000,1.7824,18,-0.156287,20.0047,7.99946,1,2.67742,2,0,1
5.905000000,1.78836,16,-0.0780209,19.9733,8.00486,1,2.66295,3,0,1
6.003000000,1.7891,22,-0.623572,19.9543,8.02282,1,2.6877,4,0,1
6.068000000,1.78213,11,0.0195153,19.9837,8.01201,1,2.66595,4,0,0
6.105000000,1.92935,15,0.0781347,20.0025,7.99887,1,2.66595,4,0,0
6.200000000,1.92269,29,9.96637,19.9327,8.01823,1,2.68365,4,0,0
6.269000000,1.91898,29,10.0011,20.0023,8.00414,1,2.68428,4,0,0
6.337000000,1.93194,29,9.95889,19.9178,8.01837,1,2.68428,4,0,0
6.405000000,1.92859,29,9.99872,19.9974,8.00845,1,2.69315,3,0,0
6.442000000,1.925,29,9.9833,19.9666,8.00758,1,2.64914,4,0,0
6.506000000,1.91592,29,9.95042,19.9008,8.04026,1,2.64914,4,0,0
6.603000000,1.95377,29,10.0209,20.0418,7.97413,1,2.63447,4,0,0
6.674000000,0.803715,0,1e-08,19.8662,8.01581,1,2.5474,5,0,0
6.736000000,2.07092,29,10.2039,20.4078,7.74528,1,2.47506,4,0,0
6.805000000,2.10844,27,5.64254,22.5701,7.06248,1,2.47506,5,0,0
6.871000000,2.15906,27,5.47044,21.8818,7.32988,1,2.41535,4,0,0
6.937000000,2.29412,27,5.20052,20.8021,7.70725,1,2.31529,4,0,0
7.006000000,2.38057,23,1.27997,20.4796,7.84906,1,2.31529,5,0,0
7.068000000,2.52715,23,1.26392,20.2227,7.91441,1,2.07663,5,0,0
7.169000000,2.66327,25,2.50585,20.0468,7.98269,1,1.92512,5,0,0
7.203000000,2.78174,25,2.51014,20.0811,7.97462,1,1.92512,5,0,0
7.271000000,2.95993,27,4.99963,19.9985,7.99187,1,1.66678,5,0,0
7.338000000,3.12868,25,2.49619,19.9695,8.01608,1,1.48608,5,0,0
7.402000000,3.25877,25,2.50273,20.0218,7.98979,1,1.48608,6,0,0
7.473000000,3.44812,23,1.24854,19.9766,8.0231,1,1.26403,6,0,0
7.536000000,3.65859,22,-0.625151,20.0048,8.00219,1,1.05716,0,0,0
7.605000000,3.7838,24,-1.24684,19.9494,8.01782,1,1.05716,0,0,0
7.670000000,3.86853,26,-2.49769,19.9815,8.0168,1,0.955891,6,0,0
7.737000000,3.58083,28,-5.00453,20.0181,7.99472,1,0.955891,7,0,0
7.812000000,3.43044,28,-4.97833,19.9133,8.0304,1,0.563931,8,0,0
7.873000000,3.30388,28,-5.00973,20.0389,7.99609,1,0.271462,7,0,0
7.938000000,3.10795,28,-4.99029,19.9612,7.99048,1,0.271462,8,0,0
7.972000000,2.9585,30,-9.95552,19.911,8.0349,0,-0.027431,9,0,0
8.071000000,2.86563,30,-10.0437,20.0874,7.95978,0,-0.208856,9,0,0
8.108000000,2.70362,30,-9.96474,19.9295,8.01101,0,-0.208856,8,0,0
8.206000000,2.64143,30,-10.0297,20.0595,7.98906,0,-0.655403,9,0,0
8.268000000,2.58965,30,-10.0408,20.0816,7.94454,0,-0.927845,10,0,0
8.369000000,2.53519,28,-5.00588,20.0235,7.99744,0,-1.15369,10,0,0
8.408000000,2.52377,28,-5.03158,20.1263,7.95972,0,-1.15369,10,0,1
8.505000000,0.41542,18,-0.157249,20.1279,7.94708,0,-1.32814,10,0,1
8.570000000,0.431021,18,-0.155935,19.9596,8.01961,0,-1.45478,11,0,1
8.668000000,0.561533,25,2.50744,20.0595,7.99216,0,-1.51753,11,0,1
8.737000000,0.626209,25,2.51222,20.0978,7.96775,0,-1.56822,11,0,1
8.804000000,0.667943,27,4.98743,19.9497,8.01142,0,-1.56822,12,0,1
8.907000000,0.703391,25,2.49746,19.9797,8.0151,0,-1.61197,12,0,1
9.005000000,0.725309,25,2.51202,20.0962,7.97179,0,-1.65692,12,0,1
9.076000000,0.75067,25,2.50332,20.0266,7.98721,0,-1.7022,12,0,1
9.168000000,0.787165,23,1.24865,19.9784,8.0046,0,-1.73941,13,0,1
9.236000000,0.853992,15,0.0782402,20.0295,7.99913,0,-1.82497,13,0,1
9.309000000,0.901695,24,-1.25471,20.0753,7.97256,0,-1.82497,13,0,1
9.403000000,0.983028,26,-2.49625,19.97,7.99311,0,-1.90913,13,0,1
9.501000000,1.05137,26,-2.49245,19.9396,8.02265,0,-2.02129,14,0,1
9.602000000,1.13802,26,-2.49351,19.9481,8.02997,0,-2.08682,13,0,1
9.705000000,1.19895,28,-5.00455,20.0182,8.00175,0,-2.22745,13,0,1
9.767000000,1.3131,28,-5.0177,20.0708,7.97245,0,-2.28693,14,0,1
9.840000000,0.774874,0,1e-08,19.9222,8.01413,0,-2.28693,22,0,1
9.907000000,1.48232,26,-2.53705,20.2964,7.79367,0,-2.37934,23,0,1
10.006000000,1.53081,26,-2.64461,21.1569,7.64697,0,-2.44357,24,0,1
10.067000000,1.58631,26,-2.55975,20.478,7.83702,0,-2.53059,24,0,1
10.136000000,1.62432,26,-2.51415,20.1132,7.96093,0,-2.53059,25,0,1
10.206000000,1.64837,24,-1.2481,19.9696,8.01164,0,-2.57975,24,0,1
10.307000000,1.66235,24,-1.25036,20.0057,8.00548,0,-2.5886,24,0,1
10.415000000,1.68894,22,-0.624306,19.9778,8.00695,0,-2.60003,21,0,1
10.468000000,1.69702,18,-0.155832,19.9464,8.01453,0,-2.59945,13,1,1
10.536000000,1.70637,19,0.311559,19.9398,8.02248,0,-2.59667,13,1,1
10.603000000,1.68943,21,0.625054,20.0017,8.0004,0,-2.59667,12,2,1
10.713000000,1.6637,23,1.25029,20.0046,7.9977,0,-2.59155,11,3,1
10.810000000,1.63769,23,1.24672,19.9476,8.01079,0,-2.57464,10,3,1
10.910000000,1.63135,23,1.24886,19.9818,8.00981,0,-2.57251,9,4,1
10.969000000,1.65491,23,1.24946,19.9913,8.00394,0,-2.57505,8,5,1
11.067000000,1.66287,21,0.625378,20.0121,7.99518,0,-2.54243,7,4,1
11.137000000,1.67248,21,0.623488,19.9516,8.01524,0,-2.54243,6,6,1
11.203000000,1.67032,19,0.311763,19.9528,8.01977,0,-2.55318,4,7,1
11.301000000,1.66662,19,0.312693,20.0123,7.99374,0,-2.56419,4,7,1
11.403000000,1.68237,10,-0.00974735,19.9626,8.01057,0,-2.56899,3,7,1
11.467000000,1.67738,22,-0.623182,19.9418,8.01878,0,-2.58137,1,9,1
11.537000000,1.67374,22,-0.623663,19.9572,8.01857,0,-2.58526,0,9,1
11.640000000,1.65447,22,-0.625444,20.0142,7.99536,0,-2.58526,0,8,1
11.708000000,1.65032,22,-0.624736,19.9915,8.00132,0,-2.60971,0,7,1
11.803000000,1.65205,24,-1.24633,19.9413,8.01466,0,-2.6198,0,7,1
11.906000000,1.63905,22,-0.623735,19.9595,8.02468,0,-2.62598,0,6,1
12.005000000,1.64009,22,-0.624717,19.9909,8.0094,0,-2.63741,0,6,1
12.067000000,1.65951,22,-0.62494,19.9981,7.99827,0,-2.65698,0,5,1
12.137000000,1.66557,22,-0.623411,19.9492,8.01708,0,-2.65698,0,5,1
12.206000000,1.65975,14,-0.0389485,19.9417,8.023,0,-2.65586,0,4,1
12.303000000,1.66584,15,0.0780919,19.9915,7.99692,0,-2.65095,0,4,1
12.401000000,1.67726,18,-0.155953,19.962,8.00947,0,-2.64022,0,3,1
12.502000000,1.67516,19,0.31164,19.945,8.01853,0,-2.64489,0,3,1
12.567000000,1.68155,21,0.623345,19.947,8.02347,0,-2.63192,0,2,1
12.635000000,1.69969,21,0.624532,19.985,8.01178,0,-2.62854,0,2,1
12.735000000,1.7016,19,0.312364,19.9913,7.99842,0,-2.62854,0,1,1
12.807000000,1.69782,21,0.62354,19.9533,8.01379,0,-2.61562,0,1,1
12.905000000,1.70005,19,0.311601,19.9424,8.02537,0,-2.60738,0,1,1
13.004000000,1.69957,19,0.312149,19.9775,8.0177,0,-2.60145,0,0,1
13.111000000,1.7122,19,0.312694,20.0124,8.00135,0,-2.60626,0,0,1
13.207000000,1.70763,19,0.312324,19.9888,8.00159,0,-2.59137,0,0,1
13.309000000,1.70255,17,0.155986,19.9662,8.00817,0,-2.60577,0,0,1
13.367000000,1.71548,14,-0.0389382,19.9364,8.02017,0,-2.60781,0,0,1
13.434000000,1.7078,13,0.038996,19.966,8.01559,0,-2.59699,0,0,1
13.500000000,1.71651,18,-0.156109,19.982,8.00044,0,-2.59699,0,0,1
13.605000000,1.70838,11,0.0194688,19.9361,8.01945,0,-2.60699,0,0,1
13.668000000,1.69677,7,0.00487831,19.9815,8.01416,0,-2.61547,0,0,1
13.767000000,1.70904,18,-0.156311,20.0078,8.00198,0,-2.60747,0,0,1
13.868000000,1.70497,20,-0.312592,20.0059,7.9967,0,-2.61473,0,0,1
13.940000000,1.71365,18,-0.156015,19.9699,8.00826,0,-2.60213,0,0,1
14.008000000,1.70815,18,-0.15578,19.9399,8.02295,0,-2.60213,0,0,0
14.107000000,1.71177,30,-9.97515,19.9503,8.01966,0,-2.60176,0,0,0
14.167000000,1.71165,30,-9.98788,19.9758,8.00158,0,-2.60395,0,0,0
14.268000000,1.70719,30,-9.98795,19.9759,8.00919,0,-2.60284,0,0,0
14.368000000,1.70707,30,-9.98695,19.9739,8.00091,0,-2.59949,0,0,0
14.406000000,0.992339,0,1e-08,19.9662,8.01909,0,-2.59949,0,0,0
14.504000000,1.75272,30,-10.4845,20.9691,7.56685,0,-2.53937,0,0,0
14.567000000,0.736766,0,1e-08,21.6179,7.40787,0,-2.47753,0,0,0
14.638000000,1.84142,30,-10.6319,21.2638,7.51673,0,-2.47753,0,0,0
14.703000000,1.88297,28,-5.65139,22.6055,7.04638,0,-2.36391,0,0,0
14.767000000,1.93588,28,-5.52189,22.0876,7.23288,0,-2.17615,0,0,0
14.836000000,2.03468,26,-2.63543,21.0835,7.60404,0,-2.0241,0,0,0
14.903000000,2.14196,21,0.645374,20.652,7.77074,0,-2.0241,0,0,0
15.006000000,0.824347,0,1e-08,20.4338,7.85398,0,-1.69138,0,0,0
15.069000000,2.42615,27,5.10254,20.4101,7.77526,0,-1.58047,0,0,0
15.105000000,2.57554,27,5.35233,21.4093,7.51552,0,-1.58047,0,0,0
15.201000000,2.68434,29,10.5287,21.0573,7.6289,0,-1.3821,0,0,0
15.238000000,2.80254,29,10.2445,20.489,7.81009,0,-1.10602,0,0,0
15.314000000,3.01895,29,10.1146,20.2293,7.94399,0,-1.10602,0,0,0
15.371000000,3.11879,29,10.1692,20.3384,7.88255,0,-1.00327,0,0,0
15.468000000,3.21608,29,10.0425,20.0849,7.94085,0,-0.882022,0,0,0
15.540000000,3.31647,29,10.1051,20.2102,7.93845,0,-0.748698,0,0,0
15.605000000,3.49503,28,-5.04904,20.1962,7.92739,0,-0.748698,0,0,0
15.669000000,3.58715,28,-5.03783,20.1513,7.95081,0,-0.642967,0,0,0
15.740000000,3.67572,30,-10.054,20.108,7.97375,0,-0.595654,0,0,0
15.801000000,3.71435,30,-10.082,20.1641,7.93895,0,-0.595654,0,0,0
15.871000000,3.76029,30,-9.99952,19.999,8.02699,0,-0.534248,0,0,0
15.937000000,3.78932,30,-10.0969,20.1937,7.93411,0,-0.455518,0,0,0
16.010000000,3.84491,30,-9.96631,19.9326,8.0099,0,-0.455518,0,0,0
16.070000000,3.90093,30,-10.0757,20.1513,7.94781,0,-0.337624,0,0,0
16.137000000,3.97608,28,-5.01556,20.0622,7.96983,0,-0.202932,0,0,0
16.204000000,4.0601,26,-2.50198,20.0159,7.99513,0,-0.202932,0,0,0
16.272000000,0.985502,0,1e-08,20.0736,7.97443,1,0.116002,0,0,0
16.371000000,3.61656,25,2.55249,20.4199,7.78289,1,0.427805,0,0,0
16.437000000,3.38226,27,5.51497,22.0599,7.29773,1,0.427805,0,0,0
16.502000000,3.08862,29,10.7307,21.4614,7.46153,1,0.734822,0,0,0
16.569000000,2.96671,29,10.3875,20.775,7.70842,1,1.02469,0,0,0
16.636000000,2.77615,29,10.1784,20.3567,7.87495,1,1.02469,0,0,1
16.701000000,0.306322,15,0.0794964,20.3511,7.87272,1,1.28003,0,0,1
16.772000000,0.384995,9,0.00989304,20.261,7.89998,1,1.46234,0,0,1
16.870000000,0.538579,13,0.0393323,20.1381,7.96032,1,1.57415,0,0,1
16.936000000,0.645517,17,0.158225,20.2527,7.9217,1,1.7485,0,0,1
17.002000000,0.812993,29,10.0901,20.1802,7.92376,1,1.7485,0,0,1
17.068000000,0.898752,0,1e-08,20.0328,8.00664,1,1.9293,0,0,1
17.168000000,1.00724,29,10.1269,20.2539,7.89433,1,2.0789,0,0,1
17.237000000,1.11775,29,10.2545,20.5091,7.81156,1,2.0789,0,0,1
17.302000000,1.26311,29,10.0761,20.1523,7.93264,1,2.19279,0,0,1
17.402000000,1.31828,29,10.0707,20.1413,7.96639,1,2.30939,0,0,1
17.468000000,1.39362,27,5.01275,20.051,7.98124,1,2.38008,0,0,1
17.539000000,1.4671,27,5.02285,20.0914,7.9691,1,2.38008,0,0,1
17.604000000,1.49673,27,5.01954,20.0782,7.95308,1,2.43914,0,0,1
17.669000000,1.53041,25,2.49867,19.9893,8.00647,1,2.43818,0,0,1
17.735000000,1.54869,23,1.25535,20.0857,7.97103,1,2.43931,0,0,1
17.802000000,1.55876,22,-0.624854,19.9953,8.00243,1,2.43931,0,0,1
17.868000000,1.49566,24,-1.25031,20.0049,7.99336,1,2.45522,0,0,1
17.937000000,1.45547,24,-1.24755,19.9608,8.01606,1,2.42668,0,0,1
18.001000000,1.40451,26,-2.51843,20.1475,7.94074,1,2.42668,0,0,1
18.068000000,1.3755,26,-2.59095,20.7276,7.59157,1,2.41113,0,0,1
18.135000000,1.37909,26,-2.70348,21.6278,7.38989,1,2.37424,0,0,1
18.203000000,1.39454,26,-2.77426,22.1941,7.16821,1,2.37424,0,0,1
18.302000000,1.40483,26,-2.7779,22.2232,7.18211,1,2.35662,0,0,1
18.369000000,1.42381,26,-2.80634,22.4507,7.07947,1,2.30433,0,0,1
